,last,status,title
830,2.2,Success,亞歷克斯．塔巴羅克 (Alex Tabarrok) －思想如何勝過危機.txt
831,2.2,Success,安德魯•伯德的幻想一人樂隊.txt
832,2.2,Success,Janine Benyus：進行中的仿生科技.txt
833,2.2,Success,麥可·莫遜（Michael Moschen）雜技表演：音樂節奏及物體移動的結合.txt
834,2.2,Success,Eric Giler 示範無線電力傳輸.txt
835,2.75,Success,珍妮．雪普：破碎的身體不代表破碎的人.txt
836,Failed,Failed,他的和她的…健康照護.txt
837,7.333333333333333,Success,李德彼特：貧民區裡的教育創新.txt
838,4.2,Success,羅伯‧紐沃斯談「影子城市」.txt
839,2.2,Success,比爾．蓋茲(Bill Gates)退而不休.txt
840,2.75,Success,Melissa Marshall: 和我說說書呆子的事吧.txt
841,2.2,Success,我與字體的一生.txt
842,2.2,Success,克莉絲蒂娜·傑爾德：為公海立法.txt
843,Failed,Failed,一起拯救最後的淨土.txt
844,2.2,Success,賈斯汀•霍爾題賓：從框架中解放電力.txt
845,2.2,Success,我們該如何預測下一場金融浩劫?.txt
846,2.2,Success,為什麼你會認為你是對的 － 儘管你是錯的.txt
847,2.263157894736842,Success,Jeff Hancock: 三種數位的謊言.txt
848,2.2,Success,默其森：對抗傳染性癌癥.txt
849,2.2,Success,Brian Greene: 超弦理論.txt
850,3.5,Success,Clay Shirky：認知剩餘將如何改變世界.txt
851,Failed,Failed,探索深邃宇宙的下一個窗口.txt
852,2.2,Success,Jakob Trollback 對音樂錄影帶的新看法.txt
853,2.2,Success,不忘盲人的好設計.txt
854,Failed,Failed,我從恐怖攻擊中生存了下來所學到的智慧.txt
855,Failed,Failed,我是如何幫助跨性別青少年成為他們想變成的樣子.txt
856,Failed,Failed,水下洞穴的奇妙世界.txt
857,2.2,Success,Felix Dennis的写给罪与果的颂歌.txt
858,2.2,Success,Malte Spitz：電訊公司正在監視你.txt
859,2.2,Success,德魯·柯蒂斯 : 我如何戰勝專利蟑螂.txt
860,2.2,Success,亞瑟甘臣的移動雕塑.txt
861,Failed,Failed,Jeff Han（韓傑夫）展示他革命性的觸控螢幕.txt
862,2.2,Success,凱特‧哈特曼：可穿戴式通訊裝置之藝術.txt
863,2.2,Success,伊利沙伯·琳賽：策劃人類的遺產.txt
864,2.2,Success,克裡斯汀：見證現代奴役的照片.txt
865,2.2,Success,尼爾．圖洛克的TED願望.txt
866,Failed,Failed,包拉托: 錯覺中的視覺真相.txt
867,Failed,Failed,我們能打造不會失控的人工智慧？.txt
868,2.2,Success,喬治·阿耶提論“獵豹族”與“河馬族”.txt
869,2.2,Success,動畫如何協助科學家研究假設.txt
870,2.4444444444444446,Success,傑瑞特．克羅索科茲卡 (Jarrett Krosoczka)：一個男孩變成藝術家的故事.txt
871,2.2,Success,克雷‧薛基(Clay Shirky) 談論社交媒體如何創造歷史.txt
872,2.2,Success,麥克馬塔斯: 次世代的電子書.txt
873,2.2,Success,不要忌諱談論經期.txt
874,2.2,Success,大衛•高羅談來自深海的生命.txt
875,Failed,Failed,布麗塔賴利 我公寓中的花園.txt
876,2.2,Success,雪琳˙厄菲奇：阿拉伯世界流行文化.txt
877,1.5714285714285714,Success,Omar Ahmad：用紙筆改變政治.txt
878,Failed,Failed,Bandi Mbubi：請求一個公平交易的手機.txt
879,Failed,Failed,我們將要如何與下一個致命病毒奮戰？.txt
880,Failed,Failed,你對上癮的所有認知都是錯的.txt
881,2.2,Success,創業成功最關鍵的因素.txt
882,Failed,Failed,我租房子時碰到的小問題.txt
883,2.2,Success,Danny Hillis:從蛋白質體學的觀點來瞭解癌症.txt
884,5.333333333333333,Success,克雷格．史東：一次保育一個島嶼來拯救海洋.txt
885,Failed,Failed,一個保守派的呼籲：讓我們攜手合作吧.txt
886,2.2,Success,查爾斯．安得森發現橫跨海洋的蜻蜓.txt
887,2.2,Success,Seth Shostak: 準備好，ET (可能) 就在那裡.txt
888,2.2,Success,讓骨骼重生的新方法.txt
889,Failed,Failed,Dyan deNapoli:任務艱巨的企鵝營救行動.txt
890,2.2,Success,永續發展的投資邏輯.txt
891,2.2,Success,Hans Rosling 論HIV：新的事實與驚奇的視覺數據.txt
892,2.2,Success,丹尼 希利斯： 回到未來（1994）.txt
893,2.2,Success,哈沙·波戈（Harsha Bhogle）：板球的興盛，印度的興盛.txt
894,Failed,Failed,你身邊的每個人都有一個值得全世界傾聽的故事.txt
895,Failed,Failed,3D 列印的下一步.txt
896,2.2,Success,恩高濟‧歐康卓－伊威拉談非洲的商機.txt
897,2.2,Success,《救贖之歌》.txt
898,1.8333333333333333,Success,五種扼殺夢想的方法.txt
899,Failed,Failed,人體器官晶片.txt
900,2.2,Success,"伍斯‧邁拉斯勒獻唱 ""杜拉媽媽"".txt"
901,Failed,Failed,為什麼我們要相信科學家？.txt
902,2.2,Success,敢於教育阿富汗的女孩們.txt
903,2.857142857142857,Success,Dan Meyer:數學課程必須改頭換面.txt
904,2.2,Success,傑克遜‧布朗(Jackson Browne)：“如果我能去任何地方”.txt
905,2.2,Success,結合藝術和科技，創造新世代.txt
906,2.2,Success,為什麼有些人特別博愛？.txt
907,2.2,Success,詹姆士．葛雷菲爾德 : 誰掌控了世界?.txt
908,2.2,Success,卡米爾•希曼:極地冰的迷人照片.txt
909,2.0833333333333335,Success,英雄醫師母女黨: Hawa Abdi 和 Deqo Mohamed.txt
910,3.9473684210526314,Success,陳珍：拯救生命的溫暖擁抱.txt
911,2.2,Success,鋼琴界天才.txt
912,3.6666666666666665,Success,Stephen Lawler帶你體會微軟的虛擬地球.txt
913,2.2,Success,意想不到之處的巧妙家園.txt
914,Failed,Failed,為動物發聲的攝影作品.txt
915,Failed,Failed,神秘海洋地板的秘密.txt
916,Failed,Failed,即將要被機器取代以及無法取代的工作.txt
917,2.2,Success,為什麼女性服藥會有更嚴重的副作用.txt
918,6.4,Success,Robert Thurman:把你的同理心(慈悲)傳出去.txt
919,2.2,Success,三種英語的說話方式.txt
920,2.2,Success,Kartick Satyanarayan: 我們如何拯救跳舞熊.txt
921,Failed,Failed,Caitria 與 Morgan O'Neill: 如何從災難中站出來.txt
922,Failed,Failed,"艾倫‧狄波頓:一種更寬容,更溫和的成功哲學.txt"
923,2.2,Success,我怎樣阻止塔利班關閉我的學校.txt
924,2.2,Success, John：「成功是無盡的旅程」.txt
925,2.2,Success,運動員是否真的變得更快、更好、更強？.txt
926,Failed,Failed,Alice Dreger: 身體結構決定命運？.txt
927,Failed,Failed,致命的榴霰彈遺禍.txt
928,2.2,Success,Leymah Gbowee: 釋放每個女孩心中的知識、熱情與偉大.txt
929,2.6,Success, Jacobs依照聖經指導原則生活的一年.txt
930,2.2,Success,Inge Missmahl為阿富汗的心智帶來平和。.txt
931,2.2,Success,倘若3D列印加快100倍？.txt
932,Failed,Failed,知道自己處於壓力中時，如何保持冷靜？.txt
933,Failed,Failed,當抗生素不再有用時，我們該怎麼辦？.txt
934,2.2,Success,Geoff Mulgan：對學徒學校的簡短介紹.txt
935,2.2,Success,伊芙‧恩斯勒：擁抱妳內在的女孩.txt
936,Failed,Failed,我們如何重現胃育溪蟾和塔斯馬尼亞虎的風采.txt
937,2.2,Success,成敗經濟的 3 大評級機構.txt
938,Failed,Failed,網路時代提升民主之辦法.txt
939,Failed,Failed,政府監聽—故事才剛開始.txt
940,2.2,Success,虛擬太空探險.txt
941,2.2,Success,為什麼我們應該建木造高樓.txt
942,2.2,Success,人腦有何特別之處?.txt
943,Failed,Failed,非洲青年如何在推特上發聲.txt
944,Failed,Failed,你應該為哪個奮鬥——你的簡歷還是你的頌詞？.txt
945,4.333333333333333,Success,Reed Kroloff 講述建築的現代感和浪漫主義.txt
946,2.2,Success,費邊·赫墨特(Fabian Hemmert)：未來手機的形狀變化.txt
947,3.5,Success,真實的你存在嗎？.txt
948,2.2,Success,當你看著我的時候，你會想到什麼？.txt
949,Failed,Failed,營造美好談話經驗的 10 個原則.txt
950,2.2,Success,Erik Hersman — 利用手機短訊報導危機.txt
951,2.2,Success,圖拉斯兒賈 朗維拉:如何打造世界水準的平價眼科醫療.txt
952,Failed,Failed,電腦會寫詩嗎？.txt
953,Failed,Failed,亞馬遜的奇妙：環繞著我們的無形之河.txt
954,2.2,Success,Skylar Tibbits: 我們能不能製造一些可以製造自己的東西呢?.txt
955,2.4444444444444446,Success,劉勃麟: 隱形人.txt
956,2.2,Success,施羅莫·本納茨：為明天而節約.txt
957,Failed,Failed,這是我們的城市，讓我們去修復它.txt
958,2.2,Success,Paul Debevec 使相片般真實的數位臉孔活了起來.txt
959,3.8,Success,Kristen Ashburn的鏡頭下的AIDS.txt
960,2.2,Success,茱蒂威廉斯（Jody Williams）：切合實際的世界和平觀.txt
961,2.2,Success,羅賓雀斯（Robin Chase）：不好意思，可以跟你租車嗎？.txt
962,Failed,Failed,恐懼如何主導美國政治.txt
963,2.2,Success,讓我們幫助難民繁盛，而不僅僅是生存.txt
964,Failed,Failed,戴上擴增實境眼鏡一窺未來面貌.txt
965,5.333333333333333,Success,Tim Brown 談創造力與遊戲.txt
966,Failed,Failed,在地表深處發現美與科學.txt
967,2.6666666666666665,Success,Wolfgang Kessling: 如何製冷一座球場.txt
968,Failed,Failed,伍登談贏得和成功的差異.txt
969,2.2,Success,遇到棘手問題？首先，告訴我你怎麼烤土司.txt
970,2.5454545454545454,Success,出了捷運: 生死關頭.txt
971,Failed,Failed,顛覆刻板印象的諷刺照片.txt
972,Failed,Failed,長征美國白人城鎮之旅.txt
973,2.2,Success,Ethan Zuckerman: 聆聽全球之聲.txt
974,Failed,Failed,兩個美國的故事，和衝突發生的那個超商.txt
975,2.2,Success,Anthony Atala 培養新器官.txt
976,2.2,Success,向大家介紹 BRCK， 為非洲打造的網路連接科技.txt
977,2.2,Success,準備好迎接生物與非生物混和的思考能力.txt
978,2.2,Success,尋找太陽系外的行星.txt
979,2.2,Success,Joe Smith: 如何使用紙手巾.txt
980,Failed,Failed,關於氣候變遷的樂觀事實.txt
981,Failed,Failed,並建立同情.txt
982,2.2,Success,Yves Behar's的超級摩托車設計。.txt
983,2.2,Success,南希 盧布林：拯救生命的短訊.txt
984,2.0,Success,許爾文‧努蘭醫師談電擊療法.txt
985,2.2,Success,強納森．哈里斯-收集故事的藝術.txt
986,2.2,Success,妮納‧坦頓: 工程組織的照護.txt
987,2.2,Success,大衛霍夫曼談失去所有.txt
988,4.0,Success,Joe DeRisi：利用病毒篩檢解決醫學謎團.txt
989,2.2,Success,艾蜜莉·萊文: 一個喜劇演員的萬物理論.txt
990,2.2,Success,一個擁有過多肥胖人口的城市是怎樣減掉一百萬磅的.txt
991,2.2,Success,隱藏真實自我的危險.txt
992,2.2,Success,司特凡諾・曼庫索(Stefano Mancuso)：植物智慧的根源.txt
993,Failed,Failed,這位瘋狂的科學家，用蘋果培養出耳朵.txt
994,2.2,Success,Juan Enriquez 談到令人驚訝的新科學.txt
995,2.2,Success,Marcus du Sautoy：對稱性——真實謎語.txt
996,1.8333333333333333,Success,凌晨四點鐘博物館.txt
997,Failed,Failed,羞辱的代價.txt
998,2.2,Success,Thomas Dolby 和 Rachelle Garniez 演奏《玫瑰人生》.txt
999,2.2,Success,卡洛琳 凱西: 展望超越自我限制.txt
1000,3.6666666666666665,Success,羅賓因斯 科學與幻想.txt
1001,2.2,Success,凱薩琳摩爾：外科手術的過去、現在與機械式的未來.txt
1002,2.2,Success,康乃爾·伊旺格是剛果森林的英雄.txt
1003,2.2,Success,我們對選擇的固執.txt
1004,2.2,Success,阿尼爾古普塔 : 印度 - 發明的隱藏溫床.txt
1005,2.2,Success,Mick Ebeling: 一項“解放”藝術家禁錮的發明.txt
1006,Failed,Failed,大自然不為人知的奧秘.txt
1007,Failed,Failed,怎麼說才動聽？.txt
1008,2.4,Success,布蘭妲羅莉淺談打造女生專屬電玩.txt
1009,2.2,Success,蘇珊•李: 生長自己的衣服.txt
1010,Failed,Failed,Richard Resnick:歡迎來到基因革命.txt
1011,Failed,Failed,為何我要製造米粒般大小的機器人.txt
1012,2.2,Success,適宜步行的城市.txt
1013,3.1666666666666665,Success,Asher Hasan：從巴基斯坦飛來的和平鴿.txt
1014,Failed,Failed,同性戀權利運動從民權運動學會什麼.txt
1015,Failed,Failed,公共衛生是基本人權.txt
1016,Failed,Failed,最快的救護車？——救護摩托.txt
1017,Failed,Failed,大衛麥凱：務實探討再生能源。.txt
1018,2.176470588235294,Success,我是如何指名道姓、使人蒙羞、送人坐牢.txt
1019,2.2,Success,查理·陶得（Charlie Todd）：一起體驗怪誕行為.txt
1020,3.6666666666666665,Success,"Eve Ensler : 突然間, 我的身體.txt"
1021,3.6666666666666665,Success,Yann Arthus-Bertrand：用廣角捕捉脆弱的地球.txt
1022,3.6666666666666665,Success,珍納李文:宇宙發出的聲音.txt
1023,2.2,Success,教導教師們學習教學魔法.txt
1024,2.2,Success,人需要陌生感，不足為奇.txt
1025,5.5,Success,傑瑞米．傑克森：我們如何摧毀海洋.txt
1026,Failed,Failed,舞者、歌手、大提琴家──與充滿創造力的神奇時刻.txt
1027,2.2,Success,誰告訴你說阿拉伯語讓我們“不酷”了？.txt
1028,3.6666666666666665,Success,鄧納姆-瓊斯談郊區改造.txt
1029,2.2,Success,Frederick Balagadde:晶片上的生化實驗室.txt
1030,Failed,Failed,我們該換個方式捐款嗎？.txt
1031,2.2,Success,珍古德(Jane Goodall)幫助人們與動物共存.txt
1032,Failed,Failed,我從平流層跳下，看我怎麼做！.txt
1033,Failed,Failed,為什麼偉大的建築物需要說故事.txt
1034,3.142857142857143,Success,簡訊謀殺語言？開什麼玩笑！.txt
1035,2.2,Success,Michael Tilson Thomas: 穿越時空的音樂情感.txt
1036,2.2,Success,Brian Cox：為何我們需要科學探索?.txt
1037,2.2,Success,瑞安羅伯(Ryan Lobo)談論拍攝不為人知的故事.txt
1038,Failed,Failed,慶祝失敗可以帶來意想不到的好處.txt
1039,2.2,Success,伊麗莎白雷瑟：請你的“對手”吃午餐.txt
1040,2.2,Success,Shimon Steinberg 談論利用益蟲來抑制害蟲!.txt
1041,2.2,Success,Liz Diller玩建築.txt
1042,2.2,Success,塔琳賽門(Taryn Simon)拍攝不為人知的角落.txt
1043,2.2,Success,莫茲．喬布藍尼：有誰認識伊朗裔的美國人嗎？.txt
1044,2.2,Success,馬丁•漢傑克：生命與非生命的界線.txt
1045,Failed,Failed,成功、失敗，以及持續創造的動力.txt
1046,2.2,Success,Nilofer Merchant：要開會嗎？邊走邊談吧！.txt
1047,2.2,Success,保羅扎克：信賴、道德－以及催產素.txt
1048,2.8823529411764706,Success,克里斯多夫德查姆斯運用科技即時掃描大腦.txt
1049,3.1666666666666665,Success, 的構思與計劃.txt
1050,2.2,Success,蓋瑞特‧李斯的大統一理論.txt
1051,1.5714285714285714,Success,Tom Chatfield：遊戲獎勵大腦的7種方式.txt
1052,2.2,Success,喬爾•列維: 為什麼我們需要重回火星.txt
1053,Failed,Failed,一個簡單的方式去戒除壞習慣.txt
1054,2.2,Success,布魯斯·布恩諾·德·梅斯奎塔預測伊朗局勢的未來.txt
1055,1.5714285714285714,Success,Honor Harger:聲音中的宇宙史.txt
1056,2.2,Success,Dalia Mogahed:引燃阿拉伯之春的民意.txt
1057,Failed,Failed,當你回覆垃圾郵件時會發生的事.txt
1058,Failed,Failed,肯特·拉森：讓都市能容納更多人的聰明設計.txt
1059,2.2,Success,安東尼歐．達馬西歐：請懂意識.txt
1060,2.2,Success,Sylvia Earle的TED大獎願望：保護海洋.txt
1061,Failed,Failed,我們現在可以編輯我們的DNA，但讓我們明智地使用它.txt
1062,3.6666666666666665,Success,Sugata Mitra教授演示孩童們如何自我學習.txt
1063,2.9285714285714284,Success,讓我能閱讀書本的科技魔法.txt
1064,Failed,Failed,.txt
1065,2.2,Success,潘卡･格瑪沃特：事實上，世界不是平的。.txt
1066,10.666666666666666,Success,"Eddi Reader 演唱 "" 珍視己之所有"".txt"
1067,3.6666666666666665,Success, Mashelkar:超低成本產品的突破性設計.txt
1068,2.2,Success,Carlo Ratti:感應建築.txt
1069,Failed,Failed,萊特 製作可以創造世界的玩具.txt
1070,Failed,Failed,為什麼優秀的領導者讓你感到安全.txt
1071,2.2,Success,Auret van Heerden: 使全球勞動平等.txt
1072,2.2,Success,Peter Eigen: 如何揭露貪腐.txt
1073,2.75,Success,懷疑是信仰的必要部分　.txt
1074,2.2,Success,耶夫根尼‧莫洛佐夫：網際網路是歐威爾所懼怕的嗎？.txt
1075,2.2,Success,安德魯史丹頓(Andrew Stanton): 一個偉大故事的端倪.txt
1076,2.2,Success,財富讓人變得更壞?.txt
1077,Failed,Failed,替非暴力抗爭羅織罪名的驚人之舉.txt
1078,2.2,Success,高爾(美國前副總統)對最近的氣候變遷趨勢發出警告.txt
1079,2.2,Success,Nalini Nadkarni:監獄中的生命(與)科學.txt
1080,Failed,Failed,世上最無聊的電視以及它為什麼如此讓人上癮.txt
1081,2.2,Success,艾瑞克‧米德：安慰劑魔法.txt
1082,Failed,Failed,艾美•史密斯 — 拯救百萬兒童的簡單設計.txt
1083,2.2,Success,Diane Kelly: 關於我們不知道的那些陰莖結構學.txt
1084,Failed,Failed,對抗癌症的新超級武器.txt
1085,Failed,Failed,讓手術關鍵時刻更安全的工具.txt
1086,2.2,Success,伊迪絲·威德：奇妙的生物光世界.txt
1087,2.2,Success,Jamie Drummon：讓世界公民共同參與制訂改善世界的目標.txt
1088,2.2,Success,造價80塊美金的人工膝蓋 － 改變許多人的生命.txt
1089,2.2,Success,卡洛琳．史提爾：食物如何影響城市的發展.txt
1090,2.2,Success,Tan Le: 我的移民故事.txt
1091,5.333333333333333,Success,Jake Wood: 退役軍人的新任務 — 舒解災難。.txt
1092,2.066666666666667,Success,法蘭柯．薩奇談奈萊塢.txt
1093,Failed,Failed,如何修復崩解中的歐洲難民系統.txt
1094,Failed,Failed,編舞家的即時創作過程.txt
1095,Failed,Failed,現代疼痛醫療之父的傳奇故事.txt
1096,2.2,Success, 給所有愛過的人.txt
1097,2.2,Success,創新已死，成長的盡頭.txt
1098,2.2,Success,飛利浦•津巴多： 男性之殤.txt
1099,1.8333333333333333,Success,"Juan Enriquez: 你的網上生活, 變成永遠的紋身.txt"
1100,2.2,Success,蓋瑞科瓦克斯：反追蹤網蹤行為.txt
1101,3.3,Success,Dean Ornish 談這個世界的殺手級飲食.txt
1102,3.0,Success,Ben Saunders: 踏著雪橇去北極.txt
1103,Failed,Failed,一個來自精神病患內心深處的故事.txt
1104,Failed,Failed,性工作者真正想要的法律.txt
1105,2.75,Success,凱倫．湯普森．沃克：我們可以從恐懼中學到什麼？.txt
1106,Failed,Failed,Paul Rothemund 的 DNA 魔法.txt
1107,2.2,Success,如何用老鼠掃除地雷？.txt
1108,Failed,Failed,一個刺激的方法，讓我們可以生出錢來，打這場氣後變遷大戰.txt
1109,2.2,Success,Frank Warren: 50萬秘密.txt
1110,2.2,Success, Campbell：在博物館中編織故事.txt
1111,Failed,Failed,布萊克：成為溜溜球大師的旅程.txt
1112,2.2,Success,賢者Dayananda Saraswati：寬宏之心的深意.txt
1113,2.2,Success,Richard Weller: 太陽有助心臟健康嗎?.txt
1114,2.0,Success,David Hoffman：人造衛星狂熱.txt
1115,2.2,Success,Raghava KK: 藝術家的五個生命.txt
1116,2.2,Success,丹尼爾‧高曼(Daniel Goleman)談同情心.txt
1117,2.2,Success,利潤不是一切.txt
1118,2.2,Success,John Hodman﹕一個有關時間裂縫的小故事。.txt
1119,2.2,Success,羅斯林：亞洲的崛起—如何及何時.txt
1120,2.2,Success,羅利．布萊納的一人世界高峰會.txt
1121,Failed,Failed,炸馬鈴薯圈：社群點「讚」透露比你想像中更多的訊息.txt
1122,2.2,Success,JUAN ENRIQUEZ 想要種植能源.txt
1123,2.2,Success,喬納斯艾歷森：如何解決塞車問題.txt
1124,2.2,Success,史都華．布蘭德論萬年鐘.txt
1125,2.2,Success,Birke Baehr: 我們的糧食系統究竟出了什麼問題.txt
1126,2.2,Success,Alwar Balasubramaniam: 物質存在與缺失之藝術.txt
1127,2.2,Success,Jessi Arrington：舊衣新穿.txt
1128,2.2,Success,Laurie Garrett 討論1918年流行性感冒的教訓.txt
1129,2.2,Success,謝爾蓋•布林：為什麼要谷歌眼鏡？.txt
1130,2.2,Success,繪出值得宣揚的想法地圖.txt
1131,2.75,Success,Michael Hansmeyer: 建構無從想像的形體.txt
1132,1.5714285714285714,Success,如何以聖誕燈光讓游擊隊繳械.txt
1133,2.2,Success,Dan Barber 出人意料的肥鹅肝寓言.txt
1134,2.2,Success,謝加‧凱普爾: 我們就是說給自己聽的故事.txt
1135,1.625,Success,艾伯‧得桂 (Aubrey de Grey) 宣稱我們可以避免老化。.txt
1136,2.2,Success,班·桑德斯（Ben Saunders）: 何必要離家探險？.txt
1137,2.2,Success, Singer 談論軍用機器人以及未來的戰爭型態.txt
1138,2.2,Success,為什麼蜜蜂不見了?.txt
1139,2.2,Success,野化奇跡 生生不息.txt
1140,1.5714285714285714,Success,Stanley McChrystal：傾聽，學習……然後領導.txt
1141,2.2,Success,那些健康教育課沒教的事.txt
1142,2.2,Success,為何我愛這曾背叛我的國家.txt
1143,Failed,Failed,一個由信賴、脆弱與連結創造而成的藝術.txt
1144,2.75,Success,Heather Brooke：揭發政府腐敗的戰役.txt
1145,Failed,Failed,摒棄職場論資排輩就從現在開始.txt
1146,2.2,Success,保羅·卡迪尼（Paolo Cardini）： 別再一心多用了！試試專心一致吧！.txt
1147,2.75,Success,大衛·皮薩羅 (Dave Pizarro): 厭惡心理的奧祕.txt
1148,Failed,Failed,作物保險，值得播種的好主意.txt
1149,2.2,Success,Juan Enriquez: 我們的後代將會是不同的物種嗎？.txt
1150,2.2,Success,Richard Sears: 準備終結石油時代.txt
1151,2.2,Success,Jean-Baptiste Michel：用數學看歷史.txt
1152,7.333333333333333,Success,科恩(Dianna Cohen)：關於塑膠污染的殘酷事實.txt
1153,2.2,Success,Cynthia Schneider談選秀節目帶來的驚喜.txt
1154,Failed,Failed,成為世界公民，對我們有什麼意義？.txt
1155,2.2,Success,"Skylar Tibbits: ""4D 列印"" 的出現.txt"
1156,2.2,Success,古斯塔夫·杜達美 指揮委內瑞拉德蕾莎·卡琳紐青少年管絃樂團.txt
1157,2.2,Success,Melinda French Gates:非營利組織可以從可口可樂學的事情.txt
1158,Failed,Failed,一趟光線和色彩的音樂世界之旅.txt
1159,Failed,Failed,不要問我是哪國人；問我是哪個地方人.txt
1160,2.75,Success,Virginia Postrel 談魅惑.txt
1161,2.2,Success,Nick Veasey 展示你曾所未見的世界.txt
1162,2.2,Success,悅德•蒙塔古：我們從 5000 顆腦袋裡學到的事.txt
1163,Failed,Failed,美國如何辜負新手父母以及他們的小寶貝？.txt
1164,2.2,Success,潔兒與茱莉亞秀.txt
1165,2.2,Success,一個勇於開車上街的阿拉伯婦女.txt
1166,Failed,Failed,睡眠有理，再添一記.txt
1167,Failed,Failed,偏見可能是好事？.txt
1168,Failed,Failed,莎拉帕爾卡: 從太空探索過去.txt
1169,2.2,Success,Emily Pilloton: 尋求改變的設計教學.txt
1170,2.2,Success,竹子建造的魔法屋.txt
1171,Failed,Failed,經前症候群的好消息.txt
1172,Failed,Failed,:尋找難以想像的生命.txt
1173,2.2,Success,Susan Solomon: 幹細胞研究所承諾的未來.txt
1174,2.2,Success,羅伯特•福爾: 工程學以及進化.txt
1175,2.2,Success,致所有想要為女性創造光明未來的男性.txt
1176,2.2,Success,薩尼康〈我的建築師〉.txt
1177,Failed,Failed,飛機上的病毒如何傳播，又該如何阻止他們蔓延？.txt
1178,2.2,Success,Niall Ferguson：邁向繁榮的六大「殺手級」應用程式.txt
1179,Failed,Failed,難民享有受到保護的權利.txt
1180,2.2,Success,與美國戰爭中的女兵相遇.txt
1181,2.2,Success,如何對生活充滿熱情—無論你幾歲.txt
1182,2.2,Success,David Bismark: 防舞弊的電子選票.txt
1183,2.2,Success,紐約垃圾帶給我的啟示.txt
1184,Failed,Failed,我們不必犧牲我們的權利去對抗恐怖主義.txt
1185,Failed,Failed,世界醫生的搖籃在哪裡？古巴。.txt
1186,6.111111111111111,Success,伊芙‧安絲勒談安全.txt
1187,2.2,Success,法蘭西斯 柯林斯: 我們現在就需要更好的藥.txt
1188,2.2,Success,辛希亞‧凱尼恩: 為延長壽命提供線索的實驗.txt
1189,2.2,Success,Zach Kaplan 與 Keith Schacht 展示未來的玩具.txt
1190,Failed,Failed,腦對腦的溝通已經來臨，我們是如何做到的.txt
1191,Failed,Failed,伊莉莎白吉伯特—創作力的培育.txt
1192,2.2,Success,凱文·艾羅卡：為什麼影片會爆紅.txt
1193,3.6666666666666665,Success,JR's TED 獎項願望: 用藝術顛覆世界.txt
1194,2.2,Success,Tom Wujec: 建造高塔;建立團隊.txt
1195,Failed,Failed,傑米•奧利佛 (Jamie Oliver) 的 TED 大奬願望：給予孩童食品教育.txt
1196,4.0,Success,喬治•懷德賽芝：邁向一種簡單的科學.txt
1197,Failed,Failed,李競：左宗棠雞尋根記.txt
1198,Failed,Failed,令你發笑並思考的搞笑諾貝爾獎.txt
1199,Failed,Failed,朱百力：看不見的生物學的動畫.txt
1200,Failed,Failed,籃球瘋狂動作背後的數學原理.txt
1201,2.2,Success,西恩·凱羅： 遙遠的時間和多重宇宙的徵兆.txt
1202,Failed,Failed,吉兒泰勒-你腦內的兩個世界.txt
1203,Failed,Failed,意外的醫療保健大數據革新的開端.txt
1204,2.2,Success,亞馬遜之民都懂，我們卻一無所知之物.txt
1205,2.2,Success,自由潛水中那令人欣喜的寧靜.txt
1206,Failed,Failed,人都有秘密，讓我們找到敞開心胸的勇氣吧.txt
1207,Failed,Failed,我從曼德拉身上學會的事.txt
1208,2.2,Success,中國是新興經濟體的榜樣嗎?.txt
1209,2.875,Success,Golan Levin 的電腦軟體藝術.txt
1210,2.2,Success,名建築師丹尼爾．李伯斯金認為建築物的17個關鍵字.txt
1211,3.857142857142857,Success,Jackie Tabick談論同情心的平衡.txt
1212,2.2,Success,蕾秋‧派克(Rachel Pike)：氣候新聞學問大.txt
1213,Failed,Failed,防鯊潛水服（新奇發明意想不到）.txt
1214,2.75,Success,Ngozi Okonjo-Iweala：援助還是貿易.txt
1215,2.2,Success,巴瑞‧史瓦茲(Barry Schwartz)談論我們所遺失的智慧.txt
1216,Failed,Failed,轉移注意力的藝術.txt
1217,2.75,Success,柏欽斯基與石油設施.txt
1218,3.5,Success,一場為女運動員未來鋪路的網球比賽.txt
1219,Failed,Failed,如何用你的大腦控制他人的手.txt
1220,2.2,Success,Peter Norvig: 擁有10萬名學生的教室.txt
1221,2.2,Success,社區中的建築.txt
1222,3.5,Success,凱洛琳•拉維爾的大提琴魔法.txt
1223,2.0714285714285716,Success,我如何保護婦女免受「名譽處決」.txt
1224,1.8333333333333333,Success,珍古德講我們不同於猿猴的地方.txt
1225,2.2,Success,比利柯林斯: 無時無刻，盡在詩裡.txt
1226,2.2,Success,FBI「造恐」策略方興未艾.txt
1227,2.2,Success,最簡單的智慧手機.txt
1228,2.2,Success,Dean Ornish 說你的基因不等於你的命運.txt
1229,Failed,Failed,聆聽羞辱感.txt
1230,2.6486486486486487,Success,Don Levy: 視覺特效的電影之旅.txt
1231,Failed,Failed,監獄如何幫助受刑人擁有富有意義的生活.txt
1232,2.2,Success,"哈得‧立普森建造了一個""自我感知""機器人.txt"
1233,Failed,Failed,國際調查記者同盟：巴拿馬文件的英雄.txt
1234,1.8333333333333333,Success,家是一首我永遠難忘的歌.txt
1235,1.6,Success,TED 之音樂劇.txt
1236,5.25,Success,克雷格凡特(Craig Venter)談論DNA與海洋.txt
1237,2.2,Success,桑妮，布朗：我們一起來塗鴉！.txt
1238,2.2,Success,馬格林：木材與時光的波浪雕塑.txt
